x,y,value
Fincas,San Jose,0.871308267,San Jose,16,Escazu,17,Desamparados,354, Puriscal,615,Tarrazu,591,Aserri,313,Mora,217,Goicoechea,23,Santa Ana,74,Alajuelita,22,Vazquez de Coronado,61,Acosta,389,Tibas,3,Moravia,25,Montes de Oca,12,Turrubares,271,Dota,213,Curridabat,4,Perez Zeledon,3480,Leon Cortes Castro,646 
Fincas,Alajuela,1,Alajuela,594,San Ramon,988,Grecia,471,San Mateo,136,Atenas,156,Naranjo,175,Palmares,65,Poas,155,Orotina,120,San Carlos,1809,Zarcero,81,Valverde Vega,129,Upala,1826,Los Chiles,858,Guatuso,868
Fincas,Cartago,0.247894674,Cartago,320,Paraiso,158,La Union,32,Jimenez,120,Turrialba,1289,Alvarado,63,Oreamuno,32,El Guarco,76
Fincas,Heredia,0.21990274,Heredia,24,Barva,95,Santo Domingo,54,Santa Barbara,83,San Rafael,58,San Isidro,97,Belen,6,Flores,5,San Pablo,4,Sarapiqui,1428
Fincas,Guanacaste,0.613687582,Liberia,279,Nicoya,1160,Santa Cruz,1047,Bagaces,329,Carrillo,172,Canas,158,Abangares,298,Tilaran,387,Nandayure,313,La Cruz,762,Hojancha,269
Fincas,Puntarenas,0.8465188,Puntarenas,834,Esparza,243,Buenos Aires,1988,Montes de Oro,231,Osa,615,Quepos,178,Golfito,636,Coto Brus,1561,Parrita,153,Corredores,574,Garabito,124
Fincas,Limon,0.613924801,Limon,1101,Pococi,1512,Siquirres,623,Talamanca,1118,Matina,376,Guacimo,446
Total Aves,San Jose,0.062664595,Escazu,411,Desamparados,25319,Puriscal,43734,Tarrazu,22785,Aserri,8932,Mora,334220,Goicoechea,792,Santa Ana,9377,Alajuelita,926,Vazquez de Coronado,3942,Acosta,34098,Tibas,150, Moravia,1629, Montes de Oca,452,Turrubares,8826,Dota,9207,Curridabat,82,Perez Zeledon,402724,Leon Cortes Castro,12514
Total Aves,Alajuela,1,Alajuela,3877129,San Ramon,3368894,Grecia,1530275,San Mateo,444514,Atenas,472918,Naranjo,4844798,Palmares,594861,Poas,759412,Orotina,28466,San Carlos,2917569,Zarcero,7511,Valverde Vega,153599,Upala,67787,Los Chiles,20792,Guatuso,21738
Total Aves,Cartago,0.020943906,Cartago,122421,Paraiso,23103,La Union,812,Jimenez,18958,Turrialba,108449,Alvarado,11036,Oreamuno,7116,El Guarco,22409
Total Aves,Heredia,0.051861462,Heredia,617,Barva,141462,Santo Domingo,1607,Santa Barbara,516780,San Rafael,1340,San Isidro,8134,Belen,39138,Flores,162,San Pablo,178,Sarapiqui,68864
Total Aves,Guanacaste,0.015940022,Liberia,13115,Nicoya,36673,Santa Cruz,31454,Bagaces,28097,Carrillo,7680,Canas,6956,Abangares,40870,Tilaran,14309,Nandayure,8051,La Cruz,21052,Hojancha,30954
Total Aves,Puntarenas,0.075526241,Puntarenas,689618,Esparza,162011,Buenos Aires,54729,Montes de Oro,36198,Osa,17654,Quepos,8850,Golfito,21160,Coto Brus,106077,Parrita,4866,Corredores,18887,Garabito,13368
Total Aves,Limon,0.011787411,Limon,27463,Pococi,59930,Siquirres,24768,Talamanca,30271,Matina,23679,Guacimo,10782
Pollos,San Jose,0.031805626,Escazu,117,Desamparados,8722,Puriscal,17932,Tarrazu,12477,Aserri,2226,Mora,46457,Goicoechea,61,Santa Ana,507,Alajuelita,158,Vazquez de Coronado,112,Acosta,10634,Tibas,30,Moravia,333,Montes de Oca,61,Turrubares,2321,Dota,3973,Curridabat,30,Perez Zeledon,230291,Leon Cortes Castro,3266
Pollos,Alajuela,1,Alajuela,1949767,San Ramon,3023181,Grecia,1309117,San Mateo,139059,Atenas,431972,Naranjo,146375,Palmares,410457,Poas,206657,Orotina,121641,San Carlos,2773942,Zarcero,380,Valverde Vega,129069,Upala,27848,Los Chiles,8430,Guatuso,5781
Pollos,Cartago,0.012801025,Cartago,106730,Paraiso,3963,La Union,138,Jimenez,3359,Turrialba,18108,Alvarado,2515,Oreamuno,1366,El Guarco,583 
